Produto,CAS,Descrição,DataSheet
"5,5-dibromobarbituric acid",511-67-1,"5,5-Dibromobarbituric acid;5,5-dibromopyrimidine-2,4,6(1H,3H,5H)-trione",https://chemicals.logicwebsites.com/data-sheets/2897.pdf
Pridinol,511-45-5,".alpha.,.alpha.-Diphenyl-1-piperidinepropanol;1,1-Diphenyl-3-(1-piperidinyl)-1-propanol;1,1-Diphenyl-3-(piperidin-1-yl)propan-1-ol;1-Piperidinepropanol, .alpha.,.alpha.-diphenyl-;1-piperidinepropanol, alpha,alpha-diphenyl-;208-128-0;511-45-5;1,1-diphenyl-3-(piperidin-1-yl)propan-1-ol methanesulfonate (1:1)",https://chemicals.logicwebsites.com/data-sheets/2895.pdf
"4bS-trans-8,8-Trimethyl-4b,5,6,7,8,8a,9,10-octahydro-1-isopropyl-phenanthren-2-ol",511-15-9,"Totarol;14-Isopropylpodocarpa-8,11,13-trien-13-ol;4b,5,6,7,8,8a,9,10-Octahydro-4b,8,8-trimethyl-1-(1-methylethyl)-2-phenanthrenol;2-Phenanthrenol, 4b,5,6,7,8,8a,9,10-octahydro-4b,8,8-trimethyl-1-(1-methylethyl)-, (4bS-trans)-;14-(propan-2-yl)podocarpa-8,11,13-trien-13-ol;(5xi)-14-(propan-2-yl)podocarpa-8,11,13-trien-13-ol",https://chemicals.logicwebsites.com/data-sheets/2893.pdf
(-)-Narwedine,510-77-0,"Galanthaminone;(4aS,8aS)-3-Methoxy-11-methyl-4a,5,9,10,11,12-hexahydro-6H-[1]benzofuro[3a,3,2-ef][2]benzazepin-6-one;6H-benzofuro[3a,3,2-ef][2]benzazepin-6-one, 4a,5,9,10,11,12-hexahydro-3-methoxy-11-methyl-, (4aS,8aS)-;Galanthamine, 3-deoxy-3-oxo-",https://chemicals.logicwebsites.com/data-sheets/2888.pdf
"19-hydroxy-4-androsten-3,17-dione",510-64-5,"Androst-4-ene-3,17-dione, 19-hydroxy-;19-HYDROXY-4-ANDROSTENE-3,17-DIONE;19-HYDROXYANDROSTENDIONE;19-HYDROXYANDROSTENEDIONE;4-ANDROSTENE-3,17-DIONE-19-0L;4-ANDROSTENE-3,17-DIONE-19-OL;4-ANDROSTEN-19-OL-3,17-DIONE;(8xi,10xi,13xi)-19-hydroxyandrost-4-ene-3,17-dione;19-hydroxyandrost-4-ene-3,17-dione",https://chemicals.logicwebsites.com/data-sheets/2886.pdf
"(3β,16α)-3,16-dihydroxyolean-12-en-28-oic acid",510-30-5,"Echinocystic acid;(3beta,16alpha)-3,16-Dihydroxyolean-12-en-28-oic acid;(3beta,5xi,9xi,16beta,18xi)-3,16-dihydroxyolean-12-en-28-oic acid",https://chemicals.logicwebsites.com/data-sheets/2885.pdf
diethylmalonic acid,510-20-3,Diethyl malonic acid;diethylpropanedioic acid,https://chemicals.logicwebsites.com/data-sheets/2883.pdf
Chlorobenzilate,510-15-6,"Chlorobenzilate [BSI:ISO];G 338;4,4'-Dichlorbenzilsaeureaethylester;4,4'-Dichlorbenzilsaeureaethylester [German];4,4'-Dichlorobenzilic acid ethyl ester;4-10-00-01275 (Beilstein Handbook Reference);4-Chloro-alpha-(4-chlorophenyl)-alpha-hydroxybenzeneacetic acid ethyl ester;AI3-18596;Acar;Acaraben;Acaraben 4E;Akar;Akar 338;Akar 50;BRN 2755859;Benz-O-chlor;Benzeneacetic acid, 4-chloro-alpha-(4-chlorophenyl)-alpha-hydroxy-, ethyl ester;Benzilan;Benzilic acid, 4,4'-dichloro-, ethyl ester;CCRIS 132;Caswell No. 434;Chlorbenzilat;Chlorbenzilate;Chlorbenzylate;Chlorobenzylate;Compound 338;ENT 18,596;EPA Pesticide Chemical Code 028801;Ethyl 2-hydroxy-2,2-bis(4-chlorophenyl)acetate;Ethyl 2-hydroxy-2,2-di(p-chlorophenyl)acetate;Ethyl 4,4'-dichlorobenzilate;Ethyl 4,4'-dichlorodiphenyl glycollate;Ethyl 4,4'-dichlorophenyl glycollate;Ethyl 4-chloro-alpha-(4-chlorophenyl)-alpha-hydroxybenzeneacetate;Ethyl di(p-chlorophenyl)glycollate;Ethyl ester of 4,4'-dichlorobenzilic acid;Ethyl p,p'-dichlorobenzilate;Ethyl-2-hydroxy-2,2-bis(4-chlorophenyl)acetate;Ethyl-4,4'-dichlorobenzilate;Ethyldichlorobenzilate;Ethylester kyseliny 4,4-dichlorbenzilove;Ethylester kyseliny 4,4-dichlorbenzilove [Czech];Folbex;Folbex smoke-strips;G 23992;Geigy 338;HSDB 1617;Kop-mite;NCI-C00408;NCI-C60413;NSC 404460;RCRA waste number U038;RCRA waste no. U038;ethyl bis(4-chlorophenyl)(hydroxy)acetate",https://chemicals.logicwebsites.com/data-sheets/2882.pdf
"3',6'-bis(diethylamino)spiro[isobenzofuran-1(3H),9'-[9H]xanthene]-3-one",509-34-2,"Solvent Red 49;Red 5B;3',6'-bis(diethylamino)-3H-spiro[2-benzofuran-1,9'-xanthen]-3-one",https://chemicals.logicwebsites.com/data-sheets/2879.pdf
"20-ethyl-1,6,16-trimethoxy-4-(methoxymethyl)aconitane-3,8,13,14,15-pentol",509-20-6,";(1a,3a,6a,14a,15a,16b)-20-Ethyl-1,6,16-trimethoxy-4-(methoxymethyl)aconitane-3,8,13,14,15-pentol;(1alpha,3alpha,6alpha,14alpha,15alpha,16beta)-20-Ethyl-1,6,16-trimethoxy-4-(methoxymethyl)aconitane-3,8,13,14,15-pentol;Aconitysat;(1alpha,3alpha,6alpha,14alpha,15alpha,16beta)-20-ethyl-1,6,16-trimethoxy-4-(methoxymethyl)aconitane-3,8,13,14,15-pentol;Aconine",https://chemicals.logicwebsites.com/data-sheets/2878.pdf
gelsemine free base,509-15-9,"gelsemine;3-ethenyl-1-methyl-2,3,3a,7,8,8a-hexahydro-1H,5H-spiro[3,8,5-(ethane[1,1,2]triyl)oxepino[4,5-b]pyrrole-4,3'-indol]-2'(1'H)-one;(3S,3aS,4S,5R,8S,8aS,9R)-3-ethenyl-1-methyl-2,3,3a,7,8,8a-hexahydro-1H,5H-spiro[3,8,5-(ethane[1,1,2]triyl)oxepino[4,5-b]pyrrole-4,3'-indol]-2'(1'H)-one;(3S,3aS,4S,5R,8S,8aS)-3-ethenyl-1-methyl-2,3,3a,7,8,8a-hexahydro-1H,5H-spiro[3,8,5-(ethane[1,1,2]triyl)oxepino[4,5-b]pyrrole-4,3'-indol]-2'(1'H)-one;(3S,3aR,4S)-3-ethenyl-1-methyl-2,3,3a,7,8,8a-hexahydro-1H,5H-spiro[3,8,5-(ethane[1,1,2]triyl)oxepino[4,5-b]pyrrole-4,3'-indol]-2'(1'H)-one",https://chemicals.logicwebsites.com/data-sheets/2877.pdf
tetranitromethane,509-14-8,509-14-8;Tetranitromethane,https://chemicals.logicwebsites.com/data-sheets/2876.pdf
cymarin,508-77-0,"(+)-Cymarin;(3beta,5beta,8xi,9xi,10xi,13xi,14xi,17xi)-3-[(2,6-dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide;(3beta,5beta)-3-[(2,6-dideoxy-3-O-methylhexopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide;(3beta,5beta)-3-[(2,6-dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide;(3beta,5beta,8alpha)-3-[(2,6-dideoxy-3-O-methyl-beta-D-ribo-hexopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide",https://chemicals.logicwebsites.com/data-sheets/2875.pdf
convallatoxin,508-75-8,"Convallatoxin;3beta-((6-Deoxy-alpha-L-mannopyranosyl)oxy)-5,14-dihydroxy-19-oxo-5beta-card-20(22)-enolide;Card-20(22)-enolide, 3-((6-deoxy-alpha-L-mannopyranosyl)oxy)-5,14-dihydroxy-19-oxo-, (3beta,5beta)-;Convallaotoxin;Convallaton;Convallatoxoside;Convallotoxin;Corglycon;Corglycone;Corglykon;HSDB 3475;Korglykon;Mannopyranoside, strophanthidin-3,6-deoxy-, alpha-L-;NSC 407808;Rhamnoside, strophanthidin-3, alpha-L-;Strophanthidin alpha-L-rhamnoside;Strophanthidin, 3-(6-deoxy-alpha-L-mannopyranoside);Card-20(22)-enolide, 3-((6-deoxy-alpha-L-mannopyranosyl)oxy)-5,14-dihydroxy-19-oxo-, (3beta,5beta)- (9CI);3-[(6-deoxyhexopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide;(3beta,5beta,17xi)-3-[(6-deoxy-L-mannopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide;(3beta,5beta)-3-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide;(3beta,5beta,8xi,9xi)-3-[(6-deoxy-alpha-L-mannopyranosyl)oxy]-5,14-dihydroxy-19-oxocard-20(22)-enolide",https://chemicals.logicwebsites.com/data-sheets/2874.pdf
"1,7-dioxadispiro[4.0.4.2]dodeca-3,9-diene-2,8-dione",508-44-1;90921-11-2,"Anemonin;1,2-Dihydroxy-1,2-cyclobutanediacrylic Acid Di-g-lactone;1,7-DIOXADISPIRO(4.0.4.2)DODECA-3,9-DIENE-2,8-DIONE",https://chemicals.logicwebsites.com/data-sheets/2873.pdf
oleanolic acid,508-02-1,"3-beta-Hydroxyolean-12-en-28-oic Acid;Oleanic acid;(3beta)-3-hydroxyolean-12-en-28-oic acid;(3alpha,5xi,9xi,18xi)-3-hydroxyolean-12-en-28-oic acid;(3beta,5xi,9xi,18xi)-3-hydroxyolean-12-en-28-oic acid",https://chemicals.logicwebsites.com/data-sheets/2872.pdf
((1S)-endo)-(-)-borneol,507-70-0,"DL-borneol;Borneol;Endo-1,7,7-trimethyl-bicyclo[2.2.1]heptan-2-ol;(1R,2S,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol;1,7,7-trimethylbicyclo[2.2.1]hept-2-en-2-ol",https://chemicals.logicwebsites.com/data-sheets/2871.pdf
Perfluorooctyl iodide,507-63-1,"Heptadecafluoro-1-iodooctane;1- iodoperfluorooctane;1-Iodoheptadecafluoro octane;1-Iodoperfluorooctane;1,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8-heptadecafluoro-8-iodooctane;Heptadecafluoro-n-octyl Iodide",https://chemicals.logicwebsites.com/data-sheets/2870.pdf
2-bromo-2-methylbutane,507-36-8,"tert-Amyl bromide;2-Bromo-2-methylbutane;2-Methyl-2-bromobutane;AI3-17814;NSC 7897;tert-Pentyl bromide;Butane, 2-bromo-2-methyl-;2-Bromo-2-methylbutylane",https://chemicals.logicwebsites.com/data-sheets/2868.pdf
Tetraphenylarsonium chloride,507-28-8,Tetraphenylarsonium chloride monohydrate;tetraphenyl-λ5-arsanyl hydrochloride,https://chemicals.logicwebsites.com/data-sheets/2866.pdf
2-Chloro-2-methylpropane,507-20-0,tert-Butyl chloride;Tertiarybutylchloride;Trimethylchloromethane;2-Chloro-2-methyl propane;2-chloroisobutane;2-Methyl-2-chloropropane;tert-BUTYL LORIDE;Trimethylchloromethane;T-butylchloride;n-Propylcarbinyl chloride;Chlorotrimethylmethane,https://chemicals.logicwebsites.com/data-sheets/2864.pdf
2-Bromo-2-methylpropane,507-19-7,tert-Butyl bromide; Trimethylbromomethane;Peroxidase Horseradish;Trimethyl bromomethane;Trimethyl Bromododecane,https://chemicals.logicwebsites.com/data-sheets/2863.pdf
thionyl bromide,507-16-4,thionyl dibromide,https://chemicals.logicwebsites.com/data-sheets/2862.pdf
Thiolacetic acid,507-09-5,Ethanethioic acid;Thioacetic acid;ethanethioic S-acid,https://chemicals.logicwebsites.com/data-sheets/2861.pdf
acetyl iodide,507-02-8,Acetyliodide,https://chemicals.logicwebsites.com/data-sheets/2860.pdf
Acetyl bromide,506-96-7,Acety bromide,https://chemicals.logicwebsites.com/data-sheets/2859.pdf
Guanidine nitrate,506-93-4,"Guanidine, mononitrate;Carbamidinenitrate;guanidinenitrate(1:1);Iminoureamitrate;Uraminenitrate;Guanidine mononitrate;GUANIDINIUM NITRATE;GUN;guanidine nitrate (1:1);dihydroxy-oxo-ammonium; guanidine",https://chemicals.logicwebsites.com/data-sheets/2858.pdf
urea hydrochloride,506-89-8,"Urea hydrochloride;Urea HCl;Urea, hydrochloride (1:1);Urea, monohydrochloride;urea hydrochloride (1:1);urea, chloride (1:1)",https://chemicals.logicwebsites.com/data-sheets/2857.pdf
Ammonium carbonate,506-87-6;10361-29-2,"Diammonium carbonate;Ammonia sesquicarbonate;Ammoniumcarbonat;Ammoniumcarbonat [German];CCRIS 7328;Carbonate d'ammoniaque;Carbonate d'ammoniaque [French];Carbonic acid, diammonium salt;Caswell No. 042;Crystal ammonia;EPA Pesticide Chemical Code 073501;HSDB 6305;UNII-PDP691CN28;carbonic acid diammoniate;Carbonic acid, ammonium salt;Hartshorn",https://chemicals.logicwebsites.com/data-sheets/2856.pdf
Cyanogen bromide,506-68-3,Cyanogen bromide solution;Cyanogenbromidewhitextl;cyanogenbromide 34%solution in dichlormethane;Bromocyanide;cyanic bromide,https://chemicals.logicwebsites.com/data-sheets/2853.pdf
Gold (I) cyanide,506-65-0,Gold (I) cyanide (99.9%-Au);gold monocyanide;GoldIcyanideyellowpowder;(cyano-kappaC)gold,https://chemicals.logicwebsites.com/data-sheets/2852.pdf
Silver cyanide,506-64-9,Silver cyanide white powder;silver(1+) cyanide,https://chemicals.logicwebsites.com/data-sheets/2851.pdf
Silver potassium cyanide,506-61-6,Potassium dicyanoargentate;potassium silver(1+) cyanide (1:1:2);potassium silver cyanide,https://chemicals.logicwebsites.com/data-sheets/2850.pdf
Dimethylamine hydrochloride,506-59-2,dimethylammonium chloride;Dimethylamine HCl,https://chemicals.logicwebsites.com/data-sheets/2849.pdf
1-Hexacosanol,506-52-5,"Ceryl alcohol; Hexacosanol; ;hexacosan-1-ol;2,3-dihydroxypropyl hexacosanoate",https://chemicals.logicwebsites.com/data-sheets/2848.pdf
Tetracosanol,506-51-4,,https://chemicals.logicwebsites.com/data-sheets/2847.pdf
octacosanoic acid,506-48-9,,https://chemicals.logicwebsites.com/data-sheets/2846.pdf
"9,12-Octadecadien-1-ol, (9Z,12Z)-",506-43-4,"Octadecadienol;cis,cis-9,12-Octadecadienol;Cis,Cis-Octadeca-9,12-Dien-1-Ol",https://chemicals.logicwebsites.com/data-sheets/2845.pdf
elaidyl alcohol,506-42-3,trans-9-Octadecenol;octadec-9-en-1-ol,https://chemicals.logicwebsites.com/data-sheets/2844.pdf
Nervonic Acid,506-37-6,cis-15-Tetracosenoic acid;cis-15-Teracosenoic acid;(15Z)-tetracos-15-enoic acid,https://chemicals.logicwebsites.com/data-sheets/2843.pdf
Arachidonic acid,506-32-1,"5,8,11,14-eicosatetraenoic acid;icosa-5,8,11,14-tetraenoic acid;(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid;(5E,8E,11E,14E)-icosa-5,8,11,14-tetraenoic acid;ARA;5,8,11,14-Eicosatetraenoic Acid (7CI,8CI,9CI);(5Z,8Z,11Z,14Z)-5,8,11,14-Icosatetraenoic acid",https://chemicals.logicwebsites.com/data-sheets/2842.pdf
Eicosanoic acid,506-30-9,Arachidic acid;icosanoic acid,https://chemicals.logicwebsites.com/data-sheets/2841.pdf
gamma-linolenic acid,506-26-3,"Linolenicacid;gamolenic acid;Octadeca-6,9,12-trienoic acid cis,cis,cis;(6Z,9Z,12Z)-octadeca-6,9,12-trienoic acid",https://chemicals.logicwebsites.com/data-sheets/2840.pdf
16-Hydroxyhexadecanoic acid,506-13-8,Juniperic acid;16-hydroxyhexadecanoate,https://chemicals.logicwebsites.com/data-sheets/2839.pdf
Heptadecanoic acid,506-12-7,Margaric acid;4-02-00-01193 (Beilstein Handbook Reference);AI3-36481;BRN 1781004;Margarinic acid;NSC 3743;n-Heptadecanoic acid;n-Heptadecoic acid;n-Heptadecylic acid,https://chemicals.logicwebsites.com/data-sheets/2838.pdf
12-hydroxylauric acid,505-95-3,12-Hydroxydodecanoic acid,https://chemicals.logicwebsites.com/data-sheets/2837.pdf
"n,n,n-trimethyl-1-hexadecanaminiuhydroxide",505-86-2,"hexadecyltrimethylammoniumhydroxidetitrant;CETYLTRIMETHYLAMMONIUM HYDROXIDE;N-hexadecyltrimethylammonium hydroxide;N-Cetyl Trimethyl AmmoNium Hydroxide 40% solutioN in MethaNol;(1-Hexadecyl)trimethylammonium hydroxide;HEXADECYLTRIMETHYLAMM. HYDROXIDE CONC.;1-Hexadecanaminium, N,N,N-trimethyl-, hydroxide;hexadecyltrimethylammonium hydroxide;concentrateCetyl Trimethyl Ammonium Hydroxide;N,N,N-trimethylhexadecan-1-aminium;N,N,N-trimethylhexadecan-1-aminium hydroxide",https://chemicals.logicwebsites.com/data-sheets/2835.pdf
3-(Methylthio)propyl isothiocyanate,505-79-3,"Propane, 1-isothiocyanato-3-(methylthio)-;1-Isothiocyanato-3-(methylthio)propane;3-Methylmercaptopropyl isothiocyanate;3-Methylthiopropyl isothiocyanate;FEMA No. 3312;Isothiocyanic acid, 3-(methylthio)propyl ester;1-isothiocyanato-3-(methylsulfanyl)propane",https://chemicals.logicwebsites.com/data-sheets/2833.pdf
Dithiodiglycolic Acid,505-73-7,"2,2-Dithiodiglycolic Acid;2,2-dithiodi(acetic) acid;Dithioglycolic acid (40% in water);2,2'-disulfanediyldiacetic acid;2,2'-Dithiobisacetic acid",https://chemicals.logicwebsites.com/data-sheets/2832.pdf
Homopiperazine,505-66-8,"Hexahydro-1,4-diazepine;1,4-Diazepane;perhydro-1,4-diazepine;1,4-Diazacycloheptane;2,3,4,5,6,7-Hexahydro-1H-1,4-diazepine;1,4-diazepanediium;homopiperazate",https://chemicals.logicwebsites.com/data-sheets/2830.pdf
docosanedioic acid,505-56-6,,https://chemicals.logicwebsites.com/data-sheets/2828.pdf
Hexadecanedioic acid,505-54-4,"Thapsic acid;1,16-Hexadecanedioic acid;Hexadecane Diacid;hexadecanedioate",https://chemicals.logicwebsites.com/data-sheets/2827.pdf
"1,11-Undecanedicarboxylic acid",505-52-2,Brassylic acid;Tridecanedioic acid;tridecanedioate,https://chemicals.logicwebsites.com/data-sheets/2826.pdf
Suberic acid,505-48-6,"Octanedioic acid;Cork Acid;1,6-Hexanedicarboxylic Acid;RARECHEM AL BO 0184;OCTANEDIOC ACID;KORK ACID;HEXANE-1,6-DICARBOXYLIC ACID;DICARBOXYLIC ACID C8;octanedioate;1,8-Octanedioic Acid",https://chemicals.logicwebsites.com/data-sheets/2825.pdf
N-(2-carboxyethyl)-β-alanine,505-47-5,"N-(2-Carboxyethyl)-beta-alanine;3,3'-iminodipropanoic acid (non-preferred name);3,3-Iminodipropionic acid",https://chemicals.logicwebsites.com/data-sheets/2824.pdf
Isophytol,505-32-8,"3,7,11,15-Tetramethyl-1-hexadecen-3-ol;3,7,11,15-tetramethylhexadec-1-en-3-ol;Isovegetable alcohol;IPL",https://chemicals.logicwebsites.com/data-sheets/2823.pdf
"1,4-dithiane",505-29-3,"1,4-Dithiacyclohexane;,4-Dithiin, tetrahydro-;Diethylene disulfide;p-Dithiin, tetrahydro-;p-Dithiane",https://chemicals.logicwebsites.com/data-sheets/2822.pdf
"1,3-Dithiane",505-23-7,"m-Dithiane;1,3-Dithiacyclohexane;dithiane-1,3;1,3-Dithian;[1,3]Dithiane;",https://chemicals.logicwebsites.com/data-sheets/2821.pdf
"1,3-dioxane",505-22-6,"1,3-Dioxacyclohexane; m-Dioxan",https://chemicals.logicwebsites.com/data-sheets/2820.pdf
3-Methylthiopropanol,505-10-2,3-(Methylmercapto)propanol;3-Methylthio-1-propanol;3-(Methylthio)propanol;3-(Methylthio)propanol-1;methionol;gamma-Hydroxypropyl methyl sulfide;3-(methylsulfanyl)propan-1-ol;3-Methylthio propanol,https://chemicals.logicwebsites.com/data-sheets/2816.pdf
3-nitropropionic acid,504-88-1,3-Nitropropanoic acid;3-nitropropanoate,https://chemicals.logicwebsites.com/data-sheets/2815.pdf
4-Methylpent-3-enoic acid,504-85-8,"3-pentenoic acid, 4-methyl-;4-methyl-3-Pentenoic acid",https://chemicals.logicwebsites.com/data-sheets/2814.pdf
Thiazolidine,504-78-9,"1,3-Thiazolidine;thiazolidin;1,3-thiazolidin-3-ium",https://chemicals.logicwebsites.com/data-sheets/2813.pdf
"1,3-oxazolidine",504-76-7,"1,3-Oxazolidine;OXAZOLIDIN;oxazolidine",https://chemicals.logicwebsites.com/data-sheets/2811.pdf
Imidazolidine,504-74-5,,https://chemicals.logicwebsites.com/data-sheets/2809.pdf
"1,3-Propanediol",504-63-2,"1,3-Dihydroxypropane;Trimethyleneglycol;propane-1,3-diol;nsc65426;1,3-Propandiol;beta-propyleneglycol;beta-Propylene glycol;2-Deoxyglycerol;2-(Hydroxymethyl)ethanol;1,3-Propylenediol",https://chemicals.logicwebsites.com/data-sheets/2808.pdf
"1,3-Pentadiene",504-60-9,"1-Methylbutadiene;Piperylene;1,3-Piperlene",https://chemicals.logicwebsites.com/data-sheets/2807.pdf
"1,3-distearin (C18:0)",504-40-5;1323-83-7,"1,3-Dioctadecanoylglycerol;1,3-Di-O-stearoylglycerol;1,3-Distearin glyceride;1,3-Distearoylglycerin;Glycerin 1,3-distearate;Glyceryl 1,3-distearate;NSC 404229;Stearic acid diglycerin ester;2-Hydroxypropane-1,3-diyl distearate;Octadecanoic acid, 2-hydroxy-1,3-propanediyl ester;Stearin, 1,3-di-;distearin (C18:0);Glyceryl distearate;Octadecanoic acid, diester with 1,2,3-propanetriol;AI3-03511;UNII-73071MW2KM;Distearic acid, diester with glycerol;2-hydroxypropane-1,3-diyl dioctadecanoate;3-hydroxypropane-1,2-diyl dioctadecanoate",https://chemicals.logicwebsites.com/data-sheets/2806.pdf
alpha-Pyrone,504-31-4,2H-Pyran-2-one;2-Pyranone;2H-Pyrane-2-one,https://chemicals.logicwebsites.com/data-sheets/2805.pdf
2-Aminopyridine,504-29-0,"2-pyridylamine;2-Amino Pyridine;pyridin-2-amine hydrochloride (1:1);2-aminopyridinium;alpha-Pyridinamine;2-Pyridinamine;Aminopyridine, 2-",https://chemicals.logicwebsites.com/data-sheets/2803.pdf
phorone,504-20-1,"2,6-Dimethyl-2,5-heptadien-4-one;Diisopropyllideneacetone;2,6-dimethylhepta-2,5-dien-4-one",https://chemicals.logicwebsites.com/data-sheets/2801.pdf
"4,6-Dihydroxy-2-mercaptopyrimidine",504-17-6,"2-Thiobarbituric acid;2-Mercapto-4,6-dihydroxypyrimidine;6-hydroxy-2-thioxo-2,3-dihydropyrimidin-4(1H)-one;2-thioxodihydropyrimidine-4,6(1H,5H)-dione;2-Mercapto-4,6-dihydrocypyrimidine",https://chemicals.logicwebsites.com/data-sheets/2800.pdf
"1,3-Dihydroxy-5-methylbenzene",504-15-4,"3,5-Toluenediol;3,5-Dihydroxytoluene;5-methylbenzene-1,3-diol;5-Methyl-1,3-benzenediol;5-Methylresorcinol;Orcinol",https://chemicals.logicwebsites.com/data-sheets/2799.pdf
"2,4-Diamino-s-triazine",504-08-5,"Diaminotriazine;1,3,5-triazine-2,4-diamine;2,4-Diamino-1,3,5-Triazine",https://chemicals.logicwebsites.com/data-sheets/2798.pdf
"Dihydro-2,4(1H,3H)-pyrimidinedione",504-07-4,"Dihydrouracil;5,6-Dihydro-2,4-dihydroxypyrimidine;5,6-Dihydrouracil;AI3-50443;NSC 11867;2,4(1H,3H)-Pyrimidinedione, dihydro-;Hydrouracil (8CI);dihydropyrimidine-2,4(1H,3H)-dione",https://chemicals.logicwebsites.com/data-sheets/2797.pdf
"2,6-Dimethylpiperidine",504-03-0,"nanofin;Nanofine;2,6-Lupetidine;(2S,6S)-2,6-dimethylpiperidinium;(2R,6R)-2,6-dimethylpiperidinium",https://chemicals.logicwebsites.com/data-sheets/2796.pdf
"1,3-Cyclohexanedione",504-02-9,"Dihydroresorcinol;1,3-cycloadipicketone;1,3-Dioxocyclohexane;Cyclohexane-1,3-dione;3-hydroxycyclohex-2-en-1-one;Resorcinol, dihydro-;1,3-Cyclohexandione",https://chemicals.logicwebsites.com/data-sheets/2795.pdf
"1,3-Cyclohexanediol",504-01-8,"Cyclohexane-1,3-diol;1,3-Benzenediol, hexahydro-;1,3-Dihydroxycyclohexane;AI3-06234;NSC 30235;Resorcitol;(1S,3S)-cyclohexane-1,3-diol;(1R,3S)-cyclohexane-1,3-diol;(1R,3R)-cyclohexane-1,3-diol",https://chemicals.logicwebsites.com/data-sheets/2794.pdf
2-Thiohydantoin,503-87-7,"4-Imidazolidinone, 2-thioxo-;2-Thioguidanthion;2-Thioxo-4-imidazolidinone;5-24-05-00241 (Beilstein Handbook Reference);AI3-61106;BRN 0110599;NSC 11772;Thiohydantoin;USAF BE-25;Hydantoin, 2-thio-;2-thioxoimidazolidin-4-one;2-Thoihydantoin",https://chemicals.logicwebsites.com/data-sheets/2793.pdf
Tetramic acid,503-83-3,"1,5-Dihydro-4-hydroxy-2H-pyrrol-2-one;5-hydroxy-1,2-dihydro-3H-pyrrol-3-one;Pyrrolidine-2,4-dione",https://chemicals.logicwebsites.com/data-sheets/2792.pdf
Isovaleric acid,503-74-2,3-Methylbutyric acid;iso-Valeric acid;3-Methylbutanoic acid;Isopentanoic acid;Natural 3-methylbutyric acid;Natural Isovaleric Acid;3-methylbutanoate,https://chemicals.logicwebsites.com/data-sheets/2791.pdf
1-Chloro-3-methyl-2-butene,503-60-6,"Chloromethylbutenepract;1-CHLORO-3-METHYLBUT-2-ENE;1-CHLORO-3-METHYL-2-BUTYLENE;PRENYL CHLORIDE;1,1-Dimethyl-3-chloro-1-propene;1-chloro-3-methyl-2-buten;1-Chloro-3-methyl-2-butene,pract;2-Butene,1-chloro-3-methyl-;2-Methyl-4-chloro-2-butene;3,3-Dimethylallyl chloride;3,3-dimethylallylchloride;3,3-Dimethyllallyl chloride;3-Methyl-1-chloro-2-butene;3-Methyl-2-butenyl chloride;3-methyl-2-butenylchloride;3-Methylcrotyl chloride;3-methylcrotylchloride;gamma,gamma-Dimethylallyl chloride;gamma,gamma-dimethylallylchloride;Isoprenyl chloride Isoprenylchloride",https://chemicals.logicwebsites.com/data-sheets/2788.pdf
3-hydroxy-3-methylglutaric acid,503-49-1,3-Hydroxy-3-methylpentanedioic acid;Dicrotalic acid;Meglutol;3-(hydroxymethyl)pentanedioic acid,https://chemicals.logicwebsites.com/data-sheets/2787.pdf
Methionic acid,503-40-2,METHANEDISULFONIC ACID;Methanedisulphonic acid;Methionicacid;methylenedisulfonic acid;methylenedisufonic acid,https://chemicals.logicwebsites.com/data-sheets/2786.pdf
Diphosgene,503-38-8,Trichloromethyl chloroformate;trichloromethyl chlorocarbonate,https://chemicals.logicwebsites.com/data-sheets/2785.pdf
Trimethylene oxide,503-30-0,"Oxetane;1,3-propylene oxide;2-methyloxirane",https://chemicals.logicwebsites.com/data-sheets/2784.pdf
Azetidine,503-29-7,Trimethylene imine;Azetidin;,https://chemicals.logicwebsites.com/data-sheets/2783.pdf
Fluoroacetonitrile,503-20-8,"Acetonitrile, fluoro-;BRN 1697891;Fluoromethyl cyanide;Monofluoroacetonitrile",https://chemicals.logicwebsites.com/data-sheets/2782.pdf
2-Butyne,503-17-3,Dimethylacetylene;but-2-yne,https://chemicals.logicwebsites.com/data-sheets/2781.pdf
epifluorohydrin,503-09-3,"1,2-Epoxy-3-fluoropropane;epifluorohydrine;ALPHA-Epifluorhydrin;2-(fluoromethyl)oxirane;(2R)-2-(fluoromethyl)oxirane;(2S)-2-(fluoromethyl)oxirane",https://chemicals.logicwebsites.com/data-sheets/2779.pdf
